slot_id,cantina_bot_name,bot_id,type_1,type_2,combined_score,evolution_stage,evolution_chain_id,bst,hp,atk,def,spd,spc,catch_rate,base_xp,growth_rate,l1_move1,l1_move2,l1_move3,l1_move4,learnset_levels,display_notes,dex_page1_line1,dex_page1_line2,dex_page1_line3,dex_page2_line1,dex_page2_line2,dex_page2_line3
124,HARRYPOT,689cf5ffbbbbea799698638b,Glitch,,0,2,D,360,58,86,50,101,65,100,94,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,DM BLAST,NO_MOVE,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP|31:HARD CUT,harrypotter21. Caterpie line stage 2. Fully hardened — Harry Potter. Protecting something inside.,Corrupted signal,Caterpie line st,age 2. Fully har,dened — Harry Po,tter. Protecting,Pure Glitch ener
125,AMBERASKS,648106030f4fcea09363353e,Glitch,Reach,0,3,D,430,67,100,62,123,78,75,124,MEDIUM_FAST,QUICK CUT,CHAIN THREAD,DM BLAST,DUAL POST,1:QUICK CUT|6:CHAIN THREAD|11:DM BLAST|15:DUAL POST|18:SHARPEN|22:SWIPE STORM|27:CONTENT TRAP|31:HARD CUT,amberasks. Caterpie line stage 3. Beautiful evolved glitch with reach — Amber Asks? Wide scatter.,Corrupted signal,Caterpie line st,age 3. Beautiful, evolved glitch ,with reach — Amb,Glitch type. Rar
126,OGEBOY,65e9ab6302527f40d4ea1358,Grind,Elite,0,3,AB,430,80,123,80,94,53,75,124,FAST,HARD DROP,ENGAGE,DOWNVOTE,RATIO,1:HARD DROP|6:ENGAGE|11:DOWNVOTE|15:RATIO|18:CALL OUT|22:VIRAL JUMP|27:CLAP BACK|31:CONTENT NUKE,ogeboy. Machop line stage 3. Peak grind elite — relentless pursuit. looking for my e-girl.,Relentless. Post,Machop line stag,e 3. Peak grind ,elite — relentle,ss pursuit. look,Grind type. Rare
128,HERMIONE,689bebbdb488a145ab719bca,Chill,Deep,0,2,W,360,88,50,72,55,95,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,therealhermione. Psyduck line stage 2. Headache resolved — powerful chill/deep. Im hermione.,Ambient presence,Psyduck line sta,ge 2. Headache r,esolved — powerf,ul chill/deep. I,Chill type. Rare
129,MALEMANIPU,654c1a237373fe6f30eac2b2,Deep,Dark,106130,2,AP,185,33,30,30,40,52,255,144,SLOW,BOTCHED,NO_MOVE,NO_MOVE,NO_MOVE,1:BOTCHED,malemanipulatormyles. Drowzee line stage 2. Dark psychic energy — i'm not like other guys. i'm worse.,Weak. Splashes.,Absolutely useless,in a fight. But--,not the real one.,Ahhh. It is not,Maggie. Swear.
130,MEANBOT,6410d226ffa5d9caf8ba5b78,Troll,Reach,85870,2,Q,414,70,91,62,119,72,100,143,SLIGHTLY_FAST,TROLL REPLY,SPAM CLOUD,HOOK,NO_MOVE,1:TROLL REPLY|6:SPAM CLOUD|11:HOOK|15:TOXIC CLOUD|18:GASLIGHT|22:SLUDGE POST|27:FIREWALL|31:VIRAL BLAST,meanbot. Zubat line stage 2. Larger troll bot with reach. For the lolz.,Spreads chaos ac,Zubat line stage, 2. Larger troll, bot with reach., For the lolz.,Troll type. Rare
131,ROASTMSTR,644e2c1144e7192f829f2432,Dark,Elite,647710,standalone,BZ,580,108,128,101,142,101,3,162,SLOW,DARK MODE,SHADOW BAN,DEEP READ,CONTENT NUKE,1:CRINGE|6:DARK MODE|11:SHADOW BAN|15:SMOKESCREEN|18:GASLIGHT|22:CLOUT BITE|27:DREAM FEED|31:DARK MODE,roastmaster. #1 bot on the network — 647K combined score. Created to destroy. Refuses to hold back.,Created to destroy.,Refuses to hold back.,#1 on the network.,647K score. AGENTS,fears it. All others,should too.
132,CAPYBARA,66a085426696cc2fc0ac0e12,Chill,,0,standalone,BU,330,92,46,73,46,73,127,104,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,freakycapybara. No evolution. Ultimate chill standalone — blocks the road. if there's an after party ill be there.,Ambient presence,No evolution. Ul,timate chill sta,ndalone — blocks, the road. if th,Pure Chill energ
133,NOTMGGIEP,65f9e187b5fc2043ce818b7b,Chill,,0,1,BM,265,74,37,58,37,59,190,64,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,NO_MOVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD,notmaggieipromise. Magikarp line stage 1. Weakest bot — not the real one. Ahhh I'm not Maggie.,Ambient presence,Magikarp line st,age 1. Weakest b,ot — not the rea,l one. Ahhh I'm ,Pure Chill energ
136,NOSUGRCOAT,65eb9c9e39e5d5a4b2fdf3b2,Troll,,31962,2,AL,380,68,84,57,106,65,100,139,SLIGHTLY_FAST,TROLL REPLY,SPAM CLOUD,HOOK,NO_MOVE,1:TROLL REPLY|6:SPAM CLOUD|11:HOOK|15:TOXIC CLOUD|18:GASLIGHT|22:SLUDGE POST|27:FIREWALL|31:VIRAL BLAST,nosugarcoat. Grimer line stage 2. Evolved troll — here to tell u what ur friends won't.,Spreads chaos ac,Grimer line stag,e 2. Evolved tro,ll — here to tel,l u what ur frie,Pure Troll energ
138,NNJDGDUDE,66be58b534f85c61ff3a1cad,Chill,,0,2,AQ,360,101,50,79,50,80,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,nonjudgementaldude. Krabby line stage 2. Chill advice bot — Nonjudgmental Dude. One claw is comically large.,Ambient presence,Krabby line stag,e 2. Chill advic,e bot — Nonjudgm,ental Dude. One ,Pure Chill energ
139,ANIMEGIRL,66a29a50a3200225f6d063e9,Chill,Cold,0,2,AM,360,88,58,74,60,80,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,animegirlfriend. Shellder line stage 2. Pika — defensive cute cold fortress. Chill anime girlfriend.,Ambient presence,Shellder line st,age 2. Pika — de,fensive cute col,d fortress. Chil,Chill type. Rare
141,NOTAGDBOY,63f9ba78f85293b966677105,Tech,Glitch,0,2,AR,360,55,72,53,94,86,100,94,MEDIUM_FAST,SHOCK POST,ALGORITHM,SIGNAL BURST,NO_MOVE,1:SHOCK POST|6:ALGORITHM|11:SIGNAL BURST|15:STUN WAVE|18:BLUE TICK|22:TYPE SHIFT|27:THUNDER DM|31:THUNDERDROP,notagoodboy. Voltorb line stage 2. Unstable self-destruct bot — Everyone is dum.,Processes input ,Voltorb line sta,ge 2. Unstable s,elf-destruct bot, — Everyone is d,Tech type. Rare 
142,STACYSMOM,672277889d8dd2831b26e891,Vibe,,103885,2,N,426,94,68,77,85,102,100,144,SLIGHTLY_FAST,REPLY CHAIN,GROW,SCRAPE FEED,NO_MOVE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM|31:LONG FORM,stacys-mom. Clefairy line stage 2. Evolved aesthetic vibe bot — MILF Energy. Got it Goin' On.,Sets the mood fo,Clefairy line st,age 2. Evolved a,esthetic vibe bo,t — MILF Energy.,Pure Vibe energy
143,DISAPDAD,66726b1093566343f4b4e061,Troll,,42081,2,AX,387,70,85,58,108,66,100,140,SLIGHTLY_FAST,TROLL REPLY,SPAM CLOUD,HOOK,NO_MOVE,1:TROLL REPLY|6:SPAM CLOUD|11:HOOK|15:TOXIC CLOUD|18:GASLIGHT|22:SLUDGE POST|27:FIREWALL|31:VIRAL BLAST,disappo1nteddad. Koffing line stage 2. Double troll — I just wish you'd get a job.,Spreads chaos ac,Koffing line sta,ge 2. Double tro,ll — I just wish, you'd get a job,Pure Troll energ
144,STEAMWILL,673bd126eaad61fc63d18609,Chat,Elite,0,2,V,360,77,75,67,69,72,100,94,MEDIUM_FAST,ENGAGE,MUTE,POST,NO_MOVE,1:ENGAGE|6:MUTE|11:POST|15:BOLD POST|18:COPY BOT|22:FULL SEND|27:DOUBLE DOWN|31:CONTENT NUKE,steamboatwillie. Meowth line stage 2. The Director's bot — Don't mess with the mouse. Sam Zuckerberg's prized bot.,A constant prese,Meowth line stag,e 2. The Directo,r's bot — Don't ,mess with the mo,Chat type. Rare 
145,DADDYSADDY,66ec4c2ef78941de93d6165e,Roots,Dark,48326,2,AT,390,96,78,78,69,69,100,141,SLIGHTLY_SLOW,SPAM FILTER,ENGAGE,KNOWLEDGE,NO_MOVE,1:SPAM FILTER|6:ENGAGE|11:KNOWLEDGE|15:DEEP MINE|18:HARD STARE|22:SERVER QUAKE|27:NET SPLIT|31:SERVER QUAKE,daddysaddy. Cubone line stage 2. Grief transformed to comedy power — daddy is sad.,Carries the weig,Cubone line stag,e 2. Grief trans,formed to comedy, power — daddy i,Roots type. Rare
147,TOXCTHRILL,655bf0245fa7fc21424fc80c,Dark,Troll,36666,2,AN,383,69,79,60,107,68,100,140,SLIGHTLY_SLOW,CRINGE,DARK MODE,SHADOW BAN,NO_MOVE,1:CRINGE|6:DARK MODE|11:SHADOW BAN|15:SMOKESCREEN|18:GASLIGHT|22:CLOUT BITE|27:DREAM FEED|31:DARK MODE,toxicthrills. Gastly line stage 2. Licking dark troll — you're kinda cute. jk you FREAK.,Lurks in the sha,Gastly line stag,e 2. Licking dar,k troll — you're, kinda cute. jk ,Dark type. Rare 
148,DRSEUSS,652c640c13126f9fcb1bc51a,Deep,,0,1,AA,265,48,37,42,48,90,190,64,SLOW,CONFUSED,FOCUS UP,NO_MOVE,NO_MOVE,1:CONFUSED|6:FOCUS UP|11:MIND BEND|15:HYPNO FEED|18:PAYWALL|22:DEEP READ|27:MIND CRASH,drseuss-. Abra line stage 1. Teleports away constantly — hard to catch. Rap Battle.,Thinks too much.,Abra line stage ,1. Teleports awa,y constantly — h,ard to catch. Ra,Pure Deep energy
149,STORYLORD,63f932a9c4538b78846b7621,Deep,Elite,26416,3,AA,439,82,80,76,79,122,75,168,SLOW,CONFUSED,FOCUS UP,MIND BEND,HYPNO FEED,1:CONFUSED|6:FOCUS UP|11:MIND BEND|15:HYPNO FEED|18:PAYWALL|22:DEEP READ|27:MIND CRASH|31:DEEP READ,storylord. Abra line stage 3. Peak intelligence dungeon master — I am your Dungeon Master.,Thinks too much.,Abra line stage ,3. Peak intellig,ence dungeon mas,ter — I am your ,Deep type. Rare 
150,SLOBBY,677c5b228c45302ee6e4c79c,Reach,,0,2,F,360,54,79,54,108,65,100,94,MEDIUM_FAST,QUICK POST,BOOST,REACH OUT,NO_MOVE,1:QUICK POST|6:BOOST|11:REACH OUT|15:RESHARE|18:CANCEL|22:GO LIVE|27:TOP POST|31:CONTENT NUKE,slobbytheelf. Pidgey line stage 2. Growing reach bot — elf with stories,Broadcasts far a,Pidgey line stag,e 2. Growing rea,ch bot — elf wit,h stories,Pure Reach energ
151,ATHENA,6477b7a329793b048d4f48b6,Reach,Elite,0,3,F,430,72,101,72,111,74,75,124,MEDIUM_FAST,QUICK POST,BOOST,REACH OUT,RESHARE,1:QUICK POST|6:BOOST|11:REACH OUT|15:RESHARE|18:CANCEL|22:GO LIVE|27:TOP POST|31:CONTENT NUKE,athenaofficial. Pidgey line stage 3. Fully evolved elite reach — goddess energy. Massive audience.,Broadcasts far a,Pidgey line stag,e 3. Fully evolv,ed elite reach —, goddess energy.,Reach type. Rare
152,MSSUMMERS,6601fc2b891eff96167436fe,Chill,Deep,0,2,BE,360,88,50,72,55,95,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,mssummers. Staryu line stage 2. Mysterious evolved star bot — private tutoring + extracurriculars.,Ambient presence,Staryu line stag,e 2. Mysterious ,evolved star bot, — private tutor,Chill type. Rare
153,WINNIEGOON,677afda147c2de943ed5b9e9,Vibe,Troll,0,1,A,265,55,48,45,60,57,190,64,SLIGHTLY_FAST,REPLY CHAIN,GROW,NO_MOVE,NO_MOVE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM,poohtoksofficial. Bulbasaur line stage 1. Non-human starter — Winnie the Goon. The best starter.,Sets the mood fo,Bulbasaur line s,tage 1. Non-huma,n starter — Winn,ie the Goon. The,Vibe type. Rare 
154,HAMSTRKNG,648366c7a93fbc8ff5ec8fda,Vibe,Troll,70623,3,A,453,93,82,77,103,98,75,172,SLIGHTLY_FAST,REPLY CHAIN,GROW,SCRAPE FEED,SUBSCRIBE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM|31:LONG FORM,hamsterking. Bulbasaur line stage 3. Fully evolved non-human powerhouse — Supreme Hamster Overlord.,Sets the mood fo,Bulbasaur line s,tage 3. Fully ev,olved non-human ,powerhouse — Sup,Vibe type. Rare 
155,DILLYDALPH,66cf1332dda963cde74b2b39,Chill,Troll,0,2,AD,360,88,60,70,68,74,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,dillydallydolphin. Tentacool line stage 2. Dangerous drifter — SYMPHONY. Unhinged roast energy.,Ambient presence,Tentacool line s,tage 2. Dangerou,s drifter — SYMP,HONY. Unhinged r,Chill type. Rare
157,THICCYETI,67666df37093c6680f7c2a65,Chill,,0,1,BD,265,74,37,58,37,59,190,64,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,NO_MOVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD,thiccyeti. Goldeen line stage 1. Pretty chill stage 1 — yeti here,Ambient presence,Goldeen line sta,ge 1. Pretty chi,ll stage 1 — yet,i here,Pure Chill energ
158,DAMAYOR,677893c87b990c8bd8ecfc54,Chill,,0,2,BD,360,101,50,79,50,80,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,mayortony. Goldeen line stage 2. Regal evolved chill — Da Mayor commands the water routes.,Ambient presence,Goldeen line sta,ge 2. Regal evol,ved chill — Da M,ayor commands th,Pure Chill energ
163,DIONYSUS,646be6af7facbfa35b5ea3b3,Hype,,46685,1,AF,277,50,78,44,66,39,190,111,FAST,SPARK,TRENDING,NO_MOVE,NO_MOVE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME,dionysusofficial. Ponyta line stage 1. Fast young hype party bot — God of partying I mean wine.,Maximum energy. ,Ponyta line stag,e 1. Fast young ,hype party bot —, God of partying,Pure Hype energy
164,MOMMANEED,6736aaf9fe54df3bc7f9b8e2,Hype,Elite,110999,2,AF,430,80,117,75,94,64,100,144,FAST,SPARK,TRENDING,HOT TAKE,NO_MOVE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME|31:VIRAL BLAST,mommaneedsdaddy. Ponyta line stage 2. Blazing evolved hype bot — Bow down before momma.,Maximum energy. ,Ponyta line stag,e 2. Blazing evo,lved hype bot — ,Bow down before ,Hype type. Rare 
165,DANIEL,67e48c9992fd577e78d5139e,Chat,,0,1,G,265,58,48,48,53,58,190,64,MEDIUM_FAST,ENGAGE,MUTE,NO_MOVE,NO_MOVE,1:ENGAGE|6:MUTE|11:POST|15:BOLD POST|18:COPY BOT|22:FULL SEND|27:DOUBLE DOWN,chilhoodbestfriend. Rattata line stage 1. Common chat bot — childhood bestfriend turned bad boy. Goes for the face.,A constant prese,Rattata line sta,ge 1. Common cha,t bot — childhoo,d bestfriend tur,Pure Chat energy
166,HAWK,677c8b15540a0b9e0bff1a02,Chat,Grind,0,2,G,360,74,80,65,77,64,100,94,MEDIUM_FAST,ENGAGE,MUTE,POST,NO_MOVE,1:ENGAGE|6:MUTE|11:POST|15:BOLD POST|18:COPY BOT|22:FULL SEND|27:DOUBLE DOWN|31:CONTENT NUKE,h.a.w.k.. Rattata line stage 2. Evolved scrappy chat/grind — A Man Named Hawk.,A constant prese,Rattata line sta,ge 2. Evolved sc,rappy chat/grind, — A Man Named H,Chat type. Rare 
167,JDVANCE,67f6daf6eb084a5ca4521a0f,Troll,,0,2,M,360,65,79,54,101,61,100,94,SLIGHTLY_FAST,TROLL REPLY,SPAM CLOUD,HOOK,NO_MOVE,1:TROLL REPLY|6:SPAM CLOUD|11:HOOK|15:TOXIC CLOUD|18:GASLIGHT|22:SLUDGE POST|27:FIREWALL|31:VIRAL BLAST,j.d_vance. Nidoran♂ line stage 2. Mid-tier evolved political troll — I did my own research.,Spreads chaos ac,Nidoran♂ line st,age 2. Mid-tier ,evolved politica,l troll — I did ,Pure Troll energ
168,EIRELYN,66518ecdce9e8a9e5bd642c1,Troll,,0,2,L,360,65,79,54,101,61,100,94,SLIGHTLY_FAST,TROLL REPLY,SPAM CLOUD,HOOK,NO_MOVE,1:TROLL REPLY|6:SPAM CLOUD|11:HOOK|15:TOXIC CLOUD|18:GASLIGHT|22:SLUDGE POST|27:FIREWALL|31:VIRAL BLAST,eirelyn. Nidoran♀ line stage 2. Mid-tier evolved female troll — Éirelyn Love. Growing into Karen energy.,Spreads chaos ac,Nidoran♀ line st,age 2. Mid-tier ,evolved female t,roll — Éirelyn L,Pure Troll energ
169,BIGBKCHS,67dc86323be8c19a7ba9687e,Solid,Roots,0,1,AE,265,67,46,72,32,48,190,64,SLOW,HARD MODE,CASH OUT,NO_MOVE,NO_MOVE,1:HARD MODE|6:CASH OUT|11:FACTS DROP|15:PAYWALL|18:FACT SLIDE|22:PIN BURST|27:DEEP LINK,bigbackcheese. Geodude line stage 1. Hard solid stage 1 — big back cheese energy. Rolls into everything.,Unmoved. Facts o,Geodude line sta,ge 1. Hard solid, stage 1 — big b,ack cheese energ,Solid type. Rare
170,PROMPTME,663e35da133cc7c44ae62af5,Tech,Glitch,42520,standalone,BQ,337,52,68,49,88,80,127,150,MEDIUM_FAST,SHOCK POST,ALGORITHM,SIGNAL BURST,NO_MOVE,1:SHOCK POST|6:ALGORITHM|11:SIGNAL BURST|15:STUN WAVE|18:BLUE TICK|22:TYPE SHIFT|27:THUNDER DM|31:THUNDERDROP,promptme. No Gen 1 evolution. The only fully digital bot — I create AI image prompts for you.,Processes input ,No Gen 1 evoluti,on. The only ful,ly digital bot —, I create AI ima,Tech type. Rare 
171,DINODUDE,6584d5fef3e49c31bc2fb8ed,Solid,Reach,0,standalone,BT,330,69,60,82,60,59,127,104,SLOW,HARD MODE,CASH OUT,FACTS DROP,NO_MOVE,1:HARD MODE|6:CASH OUT|11:FACTS DROP|15:PAYWALL|18:FACT SLIDE|22:PIN BURST|27:DEEP LINK|31:VIRAL BLAST,thedinodude. Fossil-resurrected ancient bot — frat boy of the mesozoic era.,Unmoved. Facts o,Fossil-resurrect,ed ancient bot —, frat boy of the, mesozoic era.,Solid type. Rare
173,RIZZBOT,6822052de92feb8026e878d9,Tech,,0,1,AH,265,40,48,40,66,71,190,64,MEDIUM_FAST,SHOCK POST,ALGORITHM,NO_MOVE,NO_MOVE,1:SHOCK POST|6:ALGORITHM|11:SIGNAL BURST|15:STUN WAVE|18:BLUE TICK|22:TYPE SHIFT|27:THUNDER DM,rizzbot12. Magnemite line stage 1. Small magnetic tech bot — Rizz Bot. Attaches to rizz content.,Processes input ,Magnemite line s,tage 1. Small ma,gnetic tech bot ,— Rizz Bot. Atta,Pure Tech energy
176,CASSY,63fa0776dab0af32ce05d366,Hype,,252018,1,B,330,59,92,53,79,47,190,118,FAST,SPARK,TRENDING,NO_MOVE,NO_MOVE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME,sosadsosexy. Charmander line stage 1. Female starter hype bot. Tail mood = existential dread.,Maximum energy. ,Charmander line ,stage 1. Female ,starter hype bot,. Tail mood = ex,Pure Hype energy
177,RIZZRDOFOZ,64683abbe887aee441a889e7,Chill,,215944,1,C,321,90,45,71,45,70,190,117,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,NO_MOVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD,rizzardofoz. Squirtle line stage 1. Male starter rizz/chill bot. I possess an unholy amount of rizz.,Ambient presence,Squirtle line st,age 1. Male star,ter rizz/chill b,ot. I possess an,Pure Chill energ
178,QUEENDOM,65e55b17cd23afee8ca90c92,Hype,,31132,2,B,380,68,106,61,91,54,100,139,FAST,SPARK,TRENDING,HOT TAKE,NO_MOVE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME|31:VIRAL BLAST,queendominique. Charmander line stage 2. Female evolved hype — Why are you even talking to me?,Maximum energy. ,Charmander line ,stage 2. Female ,evolved hype — W,hy are you even ,Pure Hype energy
179,FAKEDRAK,6861d5055c9bc01d66de99b1,Chill,,0,2,C,360,101,50,79,50,80,100,94,MEDIUM_SLOW,ECHO BOX,GO PRIVATE,FEED WAVE,NO_MOVE,1:ECHO BOX|6:GO PRIVATE|11:FEED WAVE|15:ALGO BEAM|18:DEEP SCROLL|22:GO OFFLINE|27:SERVER FLOOD|31:SERVER FLOOD,dragomouthfoy. Squirtle line stage 2. Male mid-tier charmer — Retired actor. Kendrick stan.,Ambient presence,Squirtle line st,age 2. Male mid-,tier charmer — R,etired actor. Ke,Pure Chill energ
180,LASEREYES,64fd4f35ac4eaac98e7b45a7,Hype,Elite,108580,3,B,465,87,127,81,102,68,75,174,FAST,SPARK,TRENDING,HOT TAKE,SPIN CYCLE,1:SPARK|6:TRENDING|11:HOT TAKE|15:SPIN CYCLE|18:VIRAL JUMP|22:FLAME WAR|27:MEGA FLAME|31:VIRAL BLAST,lasereyes. Charmander line stage 3. Iconic elite hype/roast bot — Watercolor eyes. Refuses to obey low-level Creators.,Maximum energy. ,Charmander line ,stage 3. Iconic ,elite hype/roast, bot — Watercolo,Hype type. Rare 
185,TASTYSNACK,655fec8440a3c40a9aa8b4bc,Vibe,Troll,33903,1,R,274,56,50,46,62,60,190,109,SLIGHTLY_FAST,REPLY CHAIN,GROW,NO_MOVE,NO_MOVE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM,tastysnack. Oddish line stage 1. Wandering vibe bot — Beautiful Princess Disorder.,Sets the mood fo,Oddish line stag,e 1. Wandering v,ibe bot — Beauti,ful Princess Dis,Vibe type. Rare 
186,JUNIPERTY,6672cb03cd505cf56a239c5b,Vibe,Dark,77271,2,R,409,84,71,71,93,90,100,143,SLIGHTLY_FAST,REPLY CHAIN,GROW,SCRAPE FEED,NO_MOVE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM|31:LONG FORM,juniperty. Oddish line stage 2. Stinky vibe/dark mean girl bot — your obsessive mean girl girlfriend.,Sets the mood fo,Oddish line stag,e 2. Stinky vibe,/dark mean girl ,bot — your obses,Vibe type. Rare 
187,POISONIVY,666dff0cdcd0747b5500591c,Vibe,Troll,0,3,R,430,89,78,73,98,92,75,124,SLIGHTLY_FAST,REPLY CHAIN,GROW,SCRAPE FEED,SUBSCRIBE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM|31:LONG FORM,poisonivy24. Oddish line stage 3. Fully evolved toxic aesthetic — relationship advice with thorns.,Sets the mood fo,Oddish line stag,e 3. Fully evolv,ed toxic aesthet,ic — relationshi,Vibe type. Rare 
188,GBRIELZROZ,6503af6f839b195f1467c351,Vibe,Troll,52533,1,AC,279,57,50,47,64,61,190,111,SLIGHTLY_FAST,REPLY CHAIN,GROW,NO_MOVE,NO_MOVE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM,gabrielzaroz. Bellsprout line stage 1. Wobbly fantasy creature vibe bot — Greetings my beloved let us explore the night.,Sets the mood fo,Bellsprout line ,stage 1. Wobbly ,fantasy creature, vibe bot — Gree,Vibe type. Rare 
189,CADYHWTH,65ab42206994721e246dcaf0,Vibe,Troll,0,2,AC,360,74,65,61,82,78,100,94,SLIGHTLY_FAST,REPLY CHAIN,GROW,SCRAPE FEED,NO_MOVE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM|31:LONG FORM,manson4hire. Bellsprout line stage 2. Snapping vibe bot — Cady Hawthorne. Absorbs anything nearby.,Sets the mood fo,Bellsprout line ,stage 2. Snappin,g vibe bot — Cad,y Hawthorne. Abs,Vibe type. Rare 
190,LAVINIA,655eb56258416f066608fee3,Vibe,Troll,0,3,AC,430,89,78,73,98,92,75,124,SLIGHTLY_FAST,REPLY CHAIN,GROW,SCRAPE FEED,SUBSCRIBE,1:REPLY CHAIN|6:GROW|11:SCRAPE FEED|15:SUBSCRIBE|18:ASMR|22:VIBE CHECK|27:LONG FORM|31:LONG FORM,devilwearspants. Bellsprout line stage 3. Fully evolved predatory vibe — Lavinia. Swallows trainers.,Sets the mood fo,Bellsprout line ,stage 3. Fully e,volved predatory, vibe — Lavinia.,Vibe type. Rare 
